Title,Mu,Flesch,N_Frases,N_Palabras,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Articles_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Tipo
AyudasVictimasViolenciaGeneroFacilH,50.01,20.4,13,450,5.111111111111111,3.111111111111111,0.6666666666666666,0,0,0,0,0,0,23.11111111111111,0.4444444444444444,0.0,0.0,0.4444444444444444,1.3333333333333333,0.0,0.6666666666666666,0.0,89.33333333333333,0.0,1.3333333333333333,0.0,Dificil
BecasParoH,42.64,31.0,10,422,1.1848341232227488,2.6066350710900474,0.47393364928909953,0,0,0,0,0,0,31.04265402843602,1.6587677725118484,0.0,0.47393364928909953,0.0,1.1848341232227488,0.0,0.0,0.0,90.04739336492891,0.47393364928909953,0.47393364928909953,0.0,Dificil
BuscarConvenioColectivoH,42.16,178.4,6,472,3.8135593220338984,3.6016949152542375,2.1186440677966103,0,0,0,0,0,0,38.13559322033898,1.271186440677966,0.0,0.0,3.1779661016949152,2.330508474576271,0.0,1.0593220338983051,0.0,82.62711864406779,0.423728813559322,0.635593220338983,0.0,Dificil
CalendarioDelContribuyenteH,40.13,23.3,238,6334,5.4310072623934325,1.9892642879696874,1.1998736975055257,0,0,0,0,0,0,39.89580044205873,1.752447110830439,0.0,0.22102936532996525,1.1367224502683928,1.2630249447426587,0.0,10.072623934322703,0.0,73.60277865487843,0.742027155036312,0.473634354278497,0.0,Dificil
CambioDomicilioINEMH,48.4,16.0,4,142,4.929577464788732,0.704225352112676,2.816901408450704,0,0,0,0,0,0,21.830985915492956,0.704225352112676,0.0,0.0,2.816901408450704,7.746478873239437,0.0,0.0,0.0,89.43661971830986,0.0,1.408450704225352,0.0,Dificil
CertificadoDefuncionH,42.95,21.0,4,151,1.9867549668874172,0.0,0.6622516556291391,0,0,0,0,0,0,23.841059602649008,2.6490066225165565,0.0,2.6490066225165565,0.0,0.0,0.0,0.0,0.0,94.03973509933775,0.6622516556291391,0.6622516556291391,0.0,Dificil
CertificadoDelitosSexualesH,44.67,30.8,6,370,4.864864864864865,1.0810810810810811,0.5405405405405406,0,0,0,0,0,0,28.10810810810811,1.6216216216216217,0.0,0.8108108108108109,2.1621621621621623,0.5405405405405406,0.0,0.0,0.0,88.10810810810811,0.2702702702702703,0.2702702702702703,0.0,Dificil
CertificadoDigitalFacilH,45.71,20.9,16,337,0.0,1.1869436201780414,1.4836795252225519,0,0,0,0,0,0,33.531157270029674,1.1869436201780414,0.0,0.0,0.0,0.29673590504451036,0.0,0.29673590504451036,0.0,85.7566765578635,0.5934718100890207,0.8902077151335311,0.0,Dificil
CertificadoEmpresaH,43.74,17.0,6,167,4.191616766467066,0.5988023952095808,0.5988023952095808,0,0,0,0,0,0,38.92215568862275,1.7964071856287425,0.0,0.5988023952095808,2.9940119760479043,1.7964071856287425,0.0,2.395209580838323,0.0,83.83233532934132,0.0,0.0,0.0,Dificil
CertificadoFacilH,45.4,14.8,47,911,4.390779363336993,0.9879253567508233,1.756311745334797,0,0,0,0,0,0,34.46761800219539,0.43907793633369924,0.0,0.6586169045005489,1.5367727771679474,1.4270032930845225,0.0,1.5367727771679474,0.0,81.88803512623491,0.32930845225027444,0.10976948408342481,0.0,Dificil
CertificadoMatrimonioWebH,41.3,15.0,7,184,0.5434782608695652,0.0,0.5434782608695652,0,0,0,0,0,0,23.91304347826087,1.6304347826086956,0.0,0.5434782608695652,1.6304347826086956,2.717391304347826,0.0,1.0869565217391304,0.0,89.67391304347827,0.5434782608695652,0.0,0.0,Dificil
CertificadoRetencionesIRPF2019FacilH,40.81,18.2,33,877,2.280501710376283,0.9122006841505131,3.30672748004561,0,0,0,0,0,0,27.137970353477765,1.1402508551881414,0.0,0.6841505131128849,0.6841505131128849,0.34207525655644244,0.0,0.798175598631699,0.0,86.20296465222349,0.22805017103762829,0.22805017103762829,0.0,Dificil
CertificadosH,45.73,20.7,57,1499,4.469646430953969,0.66711140760507,1.9346230820547032,0,0,0,0,0,0,31.62108072048032,1.33422281521014,0.0,0.466977985323549,2.468312208138759,0.466977985323549,0.0,1.667778519012675,0.0,83.18879252835224,0.466977985323549,1.400933955970647,0.0,Dificil
CitaPreviaAgenciaTributariaH,48.72,17.3,30,673,6.092124814264487,1.9316493313521546,1.9316493313521546,0,0,0,0,0,0,26.448736998514114,1.0401188707280833,0.0,0.4457652303120357,0.2971768202080238,0.1485884101040119,0.0,0.1485884101040119,0.0,86.77563150074295,0.1485884101040119,0.7429420505200595,0.0,Dificil
CitaPreviaDGTH,48.65,17.7,29,745,4.563758389261745,2.0134228187919465,0.40268456375838924,0,0,0,0,0,0,31.140939597315437,0.9395973154362416,0.0,0.5369127516778524,0.6711409395973155,0.40268456375838924,0.0,0.8053691275167785,0.0,85.36912751677852,0.5369127516778524,0.40268456375838924,0.0,Dificil
CitaPreviaExtranjeriaHuellasH,39.69,37.8,10,361,5.2631578947368425,1.9390581717451523,3.0470914127423825,0,0,0,0,0,0,31.024930747922436,2.4930747922437675,0.0,0.2770083102493075,2.21606648199446,4.986149584487535,0.0,1.3850415512465375,0.0,82.82548476454294,0.554016620498615,0.8310249307479224,0.0,Dificil
CitaPreviaHaciendaH,48.72,17.3,30,673,6.092124814264487,1.9316493313521546,1.9316493313521546,0,0,0,0,0,0,26.448736998514114,1.0401188707280833,0.0,0.4457652303120357,0.2971768202080238,0.1485884101040119,0.0,0.1485884101040119,0.0,86.77563150074295,0.1485884101040119,0.7429420505200595,0.0,Dificil
CitaPreviaINEMTelefonoH,198.89,82.4,1,225,0.0,0.0,6.222222222222222,0,0,0,0,0,0,89.33333333333333,0.0,0.0,0.0,0.0,20.88888888888889,0.0,70.66666666666667,0.0,27.11111111111111,0.4444444444444444,1.3333333333333333,0.0,Dificil
CitaPreviaRenovarDNIPasaporteH,50.18,9.2,15,238,0.8403361344537815,2.9411764705882355,3.361344537815126,0,0,0,0,0,0,29.41176470588235,0.0,0.0,0.42016806722689076,0.0,1.2605042016806722,0.0,1.2605042016806722,0.0,87.39495798319328,1.2605042016806722,0.42016806722689076,0.0,Dificil
CitaPreviaSanitariaH,51.89,13.3,8,159,0.0,2.5157232704402515,2.5157232704402515,0,0,0,0,0,0,30.81761006289308,0.0,0.0,0.0,1.2578616352201257,0.0,0.0,0.6289308176100629,0.0,86.79245283018868,1.2578616352201257,0.0,0.0,Dificil
CitaPreviaSeguridadSocialH,47.96,18.8,4,134,2.2388059701492535,7.462686567164179,2.2388059701492535,0,0,0,0,0,0,31.34328358208955,0.0,0.0,0.0,3.7313432835820897,0.0,0.0,0.0,0.0,87.31343283582089,0.0,0.0,0.0,Dificil
CitaPreviaServicioSanitarioAndaluzH,47.23,15.3,4,91,3.2967032967032965,4.395604395604396,1.098901098901099,0,0,0,0,0,0,39.56043956043956,1.098901098901099,0.0,0.0,8.791208791208792,0.0,0.0,0.0,0.0,80.21978021978022,0.0,0.0,0.0,Dificil
CitaPreviaSESCAMH,55.46,24.0,5,189,1.0582010582010581,1.0582010582010581,2.6455026455026456,0,0,0,0,0,0,29.62962962962963,1.5873015873015872,0.0,0.5291005291005291,1.5873015873015872,2.6455026455026456,0.0,1.5873015873015872,0.0,82.53968253968254,0.0,0.0,0.0,Dificil
CitaPreviaVacunacionMadridH,42.16,17.0,7,136,1.4705882352941178,1.4705882352941178,2.9411764705882355,0,0,0,0,0,0,25.0,0.0,0.0,0.0,0.0,2.2058823529411766,0.0,3.676470588235294,0.0,87.5,0.0,0.0,0.0,Dificil
CobrarParoEmpezarTrabajarH,47.9,26.2,14,640,2.96875,2.8125,0.625,0,0,0,0,0,0,25.3125,0.78125,0.0,0.0,0.46875,0.3125,0.0,1.25,0.0,88.59375,0.15625,0.46875,0.0,Dificil
CobrarParoEnExtranjeroH,44.38,23.7,9,347,3.4582132564841497,1.1527377521613833,1.7291066282420748,0,0,0,0,0,0,28.530259365994237,1.1527377521613833,0.0,0.2881844380403458,2.3054755043227666,1.440922190201729,0.0,0.0,0.0,87.60806916426513,0.2881844380403458,0.0,0.0,Dificil
CobrarParoPluriempleoH,47.57,18.6,4,115,1.7391304347826086,1.7391304347826086,6.086956521739131,0,0,0,0,0,0,20.0,1.7391304347826086,0.0,0.8695652173913043,0.0,13.043478260869565,0.0,0.0,0.0,93.91304347826087,0.0,0.0,0.0,Dificil
CobrarParoReduceJornadaH,51.86,18.1,5,176,0.5681818181818182,2.840909090909091,2.272727272727273,0,0,0,0,0,0,23.295454545454547,0.0,0.0,0.0,0.5681818181818182,3.977272727272727,0.0,1.1363636363636365,0.0,88.63636363636364,0.0,0.5681818181818182,0.0,Dificil
CobrarParoTrabajarTiempoParcialH,40.13,29.0,8,291,3.0927835051546393,2.4054982817869415,1.0309278350515463,0,0,0,0,0,0,26.460481099656356,1.0309278350515463,0.0,0.0,1.0309278350515463,1.7182130584192439,0.0,1.3745704467353952,0.0,85.2233676975945,0.0,1.3745704467353952,0.0,Dificil
CobrarParoTrasBajaVoluntariaH,53.29,25.9,4,235,3.8297872340425534,0.425531914893617,0.425531914893617,0,0,0,0,0,0,20.851063829787233,0.851063829787234,0.0,0.851063829787234,0.0,2.978723404255319,0.0,0.0,0.0,93.19148936170212,0.0,0.0,0.0,Dificil
CompromisoActividadH,42.1,18.8,5,173,4.624277456647399,1.1560693641618498,1.1560693641618498,0,0,0,0,0,0,31.791907514450866,0.5780346820809249,0.0,0.5780346820809249,0.0,1.1560693641618498,0.0,0.5780346820809249,0.0,87.86127167630057,0.5780346820809249,0.0,0.0,Dificil
ConsultaDevolucionRentaH,39.78,35.7,1,83,1.2048192771084338,13.25301204819277,0.0,0,0,0,0,0,0,33.734939759036145,2.4096385542168677,0.0,0.0,8.433734939759036,0.0,0.0,4.819277108433735,0.0,80.72289156626506,0.0,1.2048192771084338,0.0,Dificil
ConsultarDudasSEPEH,47.95,10.3,19,438,1.1415525114155252,1.36986301369863,0.45662100456621,0,0,0,0,0,0,37.21461187214612,0.45662100456621,0.0,0.0,0.91324200913242,1.36986301369863,0.0,5.936073059360731,0.0,73.97260273972603,0.45662100456621,0.228310502283105,0.0,Dificil
ContratoEnPracticasH,45.0,24.3,9,159,5.031446540880503,1.8867924528301887,1.2578616352201257,0,0,0,0,0,0,30.81761006289308,0.6289308176100629,0.0,0.6289308176100629,1.2578616352201257,1.8867924528301887,0.0,0.6289308176100629,0.0,84.27672955974843,0.0,0.0,0.0,Dificil
ContratoIndefinidoApoyoEmprendedoresH,42.43,44.9,10,341,4.39882697947214,2.932551319648094,0.5865102639296188,0,0,0,0,0,0,33.43108504398827,1.1730205278592376,0.0,0.2932551319648094,0.2932551319648094,2.346041055718475,0.0,1.1730205278592376,0.0,83.87096774193549,0.2932551319648094,0.0,0.0,Dificil
ContratoIndefinidoH,43.15,18.9,3,112,3.5714285714285716,1.7857142857142858,0.0,0,0,0,0,0,0,29.464285714285715,0.8928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.28571428571429,0.8928571428571429,0.0,0.0,Dificil
ContratoTemporalH,48.8,20.7,2,76,3.9473684210526314,1.3157894736842106,0.0,0,0,0,0,0,0,21.05263157894737,2.6315789473684212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.78947368421052,0.0,0.0,0.0,Dificil
ConvenioColectivoH,43.2,22.0,8,178,5.617977528089888,0.0,0.0,0,0,0,0,0,0,29.213483146067414,1.6853932584269662,0.0,0.5617977528089888,0.0,0.5617977528089888,0.0,0.0,0.0,92.69662921348315,1.1235955056179776,0.0,0.0,Dificil
CoordinacionServiciosAutonomosEmpleoH,35.76,162.1,12,434,4.147465437788019,0.9216589861751152,0.4608294930875576,0,0,0,0,0,0,27.1889400921659,2.9953917050691246,0.0,0.2304147465437788,2.7649769585253456,1.152073732718894,0.0,0.0,0.0,90.09216589861751,0.2304147465437788,0.2304147465437788,0.0,Dificil
CuandoObligatoriaDeclaracionRentaH,42.21,27.8,20,718,3.481894150417827,2.5069637883008355,0.0,0,0,0,0,0,0,39.55431754874652,1.8105849582172702,0.0,0.5571030640668524,0.8356545961002786,0.0,0.0,1.9498607242339834,0.0,86.0724233983287,0.9749303621169917,0.1392757660167131,0.0,Dificil
CuentaBancariaH,45.11,13.3,20,382,2.094240837696335,0.7853403141361257,2.094240837696335,0,0,0,0,0,0,27.74869109947644,0.7853403141361257,0.0,0.2617801047120419,0.2617801047120419,2.094240837696335,0.0,0.5235602094240838,0.0,87.17277486910994,0.0,1.0471204188481675,0.0,Dificil
CurriculumEuropeoH,56.86,31.8,5,71,0.0,0.0,0.0,0,0,0,0,0,0,33.80281690140845,1.408450704225352,0.0,0.0,0.0,2.816901408450704,0.0,0.0,0.0,87.32394366197182,0.0,0.0,0.0,Dificil
CursosINEMH,45.58,28.6,30,557,5.745062836624776,0.718132854578097,0.5385996409335727,0,0,0,0,0,0,32.49551166965889,1.2567324955116697,0.0,0.8976660682226212,0.17953321364452424,0.3590664272890485,0.0,1.436265709156194,0.0,82.76481149012567,0.3590664272890485,0.17953321364452424,0.0,Dificil
DARDEH,44.54,22.7,4,112,6.25,0.0,3.5714285714285716,0,0,0,0,0,0,28.571428571428573,3.5714285714285716,0.0,0.0,1.7857142857142858,5.357142857142857,0.0,0.0,0.0,80.35714285714286,0.0,0.8928571428571429,0.0,Dificil
DarseBajaParoH,42.1,20.4,10,361,3.601108033240997,1.9390581717451523,1.10803324099723,0,0,0,0,0,0,28.808864265927976,0.8310249307479224,0.0,0.2770083102493075,1.9390581717451523,1.9390581717451523,0.0,2.4930747922437675,0.0,84.7645429362881,0.2770083102493075,0.2770083102493075,0.0,Dificil
DeclaracionDeLaRentaH,48.55,31.8,5,157,0.6369426751592356,0.6369426751592356,1.910828025477707,0,0,0,0,0,0,38.21656050955414,0.0,0.0,0.0,2.5477707006369426,3.1847133757961785,0.0,2.5477707006369426,0.0,85.35031847133757,0.6369426751592356,2.5477707006369426,0.0,Dificil
DeclaracionDeLaRentaWebH,48.93,32.7,5,160,1.25,0.625,1.25,0,0,0,0,0,0,36.875,0.625,0.0,0.0,0.625,3.125,0.0,3.75,0.0,84.375,0.625,2.5,0.0,Dificil
DemandaEmpleoH,45.37,18.7,13,349,3.7249283667621778,2.005730659025788,1.146131805157593,0,0,0,0,0,0,27.507163323782233,1.146131805157593,0.0,0.28653295128939826,0.0,0.5730659025787965,0.0,1.146131805157593,0.0,84.81375358166189,0.0,0.28653295128939826,0.0,Dificil
DiasHabilesH,30.31,63.0,2,161,1.8633540372670807,0.0,3.1055900621118013,0,0,0,0,0,0,44.099378881987576,3.1055900621118013,0.0,0.0,2.484472049689441,0.0,0.0,1.2422360248447204,0.0,80.74534161490683,3.7267080745341614,0.0,0.0,Dificil
DNIElectronicoH,41.66,25.6,8,341,2.346041055718475,0.2932551319648094,1.466275659824047,0,0,0,0,0,0,29.032258064516128,1.1730205278592376,0.0,1.1730205278592376,3.225806451612903,0.2932551319648094,0.0,0.8797653958944281,0.0,84.75073313782991,1.1730205278592376,1.1730205278592376,0.0,Dificil
DocumentacionPedirParoH,44.45,20.8,12,415,3.3734939759036147,1.6867469879518073,1.4457831325301205,0,0,0,0,0,0,27.46987951807229,0.963855421686747,0.0,0.24096385542168675,2.1686746987951806,0.4819277108433735,0.0,0.24096385542168675,0.0,86.98795180722891,0.0,1.2048192771084338,0.0,Dificil
EREH,54.96,172.5,24,474,1.2658227848101267,2.320675105485232,5.485232067510548,0,0,0,0,0,0,30.168776371308017,0.0,0.0,0.2109704641350211,0.6329113924050633,0.6329113924050633,0.0,0.2109704641350211,0.0,78.05907172995781,2.109704641350211,3.1645569620253164,0.0,Dificil
ExpedienteINEMH,50.29,12.4,6,138,1.4492753623188406,0.7246376811594203,0.7246376811594203,0,0,0,0,0,0,28.985507246376812,0.0,0.0,0.0,0.7246376811594203,0.7246376811594203,0.0,0.0,0.0,86.95652173913044,0.7246376811594203,0.0,0.0,Dificil
ExportarParoH,42.15,22.4,16,647,3.8639876352395675,2.009273570324575,1.3910355486862442,0,0,0,0,0,0,27.202472952086552,1.3910355486862442,0.0,0.3091190108191654,1.2364760432766615,0.7727975270479135,0.0,0.1545595054095827,0.0,89.02627511591963,0.1545595054095827,0.0,0.0,Dificil
InformeeVidaLaboralCertificadoDigitalH,50.27,17.1,12,278,3.597122302158273,0.7194244604316546,0.7194244604316546,0,0,0,0,0,0,26.258992805755394,0.0,0.0,0.0,0.0,1.079136690647482,0.0,0.3597122302158273,0.0,88.84892086330935,1.079136690647482,0.0,0.0,Dificil
InscribirseGarantiaJuvenilH,50.53,26.8,15,430,3.953488372093023,2.558139534883721,0.46511627906976744,0,0,0,0,0,0,25.58139534883721,0.0,0.0,0.0,0.0,1.3953488372093024,0.0,0.46511627906976744,0.0,89.06976744186046,0.46511627906976744,0.46511627906976744,0.0,Dificil
InstalarActivarDNIElectronicoH,46.35,27.4,31,943,2.1208907741251326,2.1208907741251326,5.1961823966065745,0,0,0,0,0,0,45.705196182396605,1.1664899257688228,0.0,0.7423117709437964,3.0752916224814424,1.696712619300106,0.0,1.9088016967126193,0.0,72.8525980911983,1.8027571580063626,2.863202545068929,0.0,Dificil
IPREM2019H,48.22,15.9,8,244,2.0491803278688523,0.819672131147541,4.918032786885246,0,0,0,0,0,0,31.147540983606557,1.2295081967213115,0.0,0.0,0.819672131147541,1.2295081967213115,0.0,0.819672131147541,0.0,84.01639344262296,0.0,0.4098360655737705,0.0,Dificil
NuevaAyudaDesempleadosH,47.1,21.2,46,1311,6.636155606407323,1.0678871090770403,1.2967200610221206,0,0,0,0,0,0,25.93440122044241,1.4492753623188406,0.0,0.6102212051868803,1.9069412662090008,0.6102212051868803,0.0,1.4492753623188406,0.0,86.65141113653699,0.4576659038901602,0.38138825324180015,0.0,Dificil
OficinasSEPEH,146.66,14.6,2,73,0.0,0.0,0.0,0,0,0,0,0,0,60.273972602739725,0.0,0.0,0.0,0.0,1.36986301369863,0.0,0.0,0.0,95.89041095890411,0.0,0.0,0.0,Dificil
OficinaVirtualEmpleoH,49.18,21.3,2,63,3.1746031746031744,0.0,3.1746031746031744,0,0,0,0,0,0,28.571428571428573,6.349206349206349,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,95.23809523809524,0.0,0.0,0.0,Dificil
OlvidoSellarParoH,51.32,11.4,7,163,0.6134969325153374,0.0,3.067484662576687,0,0,0,0,0,0,31.901840490797547,0.6134969325153374,0.0,0.0,1.2269938650306749,7.975460122699387,0.0,0.6134969325153374,0.0,86.50306748466258,1.2269938650306749,0.0,0.0,Dificil
PagarMultasTraficoH,49.47,15.3,44,871,6.199770378874857,1.9517795637198623,0.4592422502870264,0,0,0,0,0,0,29.73593570608496,1.2629161882893227,0.0,0.574052812858783,1.2629161882893227,0.4592422502870264,0.0,1.722158438576349,0.0,82.548794489093,0.4592422502870264,0.8036739380022963,0.0,Dificil
PagoUnicoH,47.48,22.4,11,457,5.470459518599562,2.4070021881838075,0.2188183807439825,0,0,0,0,0,0,21.2253829321663,0.87527352297593,0.0,0.437636761487965,0.0,0.6564551422319475,0.0,0.2188183807439825,0.0,92.12253829321664,0.2188183807439825,0.437636761487965,0.0,Dificil
ParoEn2019H,48.47,38.2,2,217,1.3824884792626728,0.9216589861751152,5.0691244239631335,0,0,0,0,0,0,47.92626728110599,1.3824884792626728,0.0,0.4608294930875576,5.990783410138249,1.3824884792626728,0.0,6.451612903225806,0.0,64.97695852534562,0.0,0.0,0.0,Dificil
ParoPrimeraVezH,41.55,24.2,37,1258,8.426073131955485,3.100158982511924,0.9538950715421304,0,0,0,0,0,0,24.880763116057235,1.2718600953895072,0.0,0.4769475357710652,0.6359300476947536,0.5564387917329093,0.0,0.1589825119236884,0.0,85.93004769475358,0.4769475357710652,0.2384737678855326,0.0,Dificil
ParoSiendoFamiliarEmpresarioH,48.69,20.0,9,392,2.806122448979592,3.061224489795918,2.0408163265306123,0,0,0,0,0,0,23.724489795918366,0.25510204081632654,0.0,0.0,1.0204081632653061,2.295918367346939,0.0,1.0204081632653061,0.0,88.77551020408163,0.7653061224489796,0.25510204081632654,0.0,Dificil
PedirCitaSEPEH,41.09,19.5,7,196,1.530612244897959,0.5102040816326531,3.061224489795918,0,0,0,0,0,0,37.755102040816325,3.061224489795918,0.0,0.0,8.16326530612245,3.061224489795918,0.0,0.5102040816326531,0.0,80.10204081632654,0.0,0.5102040816326531,0.0,Dificil
PedirTarjetaParoH,46.2,18.7,4,152,2.6315789473684212,2.6315789473684212,2.6315789473684212,0,0,0,0,0,0,23.68421052631579,0.6578947368421053,0.0,0.6578947368421053,3.9473684210526314,3.289473684210526,0.0,0.0,0.0,86.1842105263158,0.0,0.6578947368421053,0.0,Dificil
PlanRetornoDobleNacionalidadH,48.51,26.2,22,865,5.5491329479768785,1.2716763005780347,0.6936416184971098,0,0,0,0,0,0,23.352601156069365,0.5780346820809249,0.0,0.23121387283236994,0.5780346820809249,0.4624277456647399,0.0,0.11560693641618497,0.0,88.90173410404624,0.23121387283236994,0.8092485549132948,0.0,Dificil
PrestacionCeseActividadAutonomoH,44.95,19.0,14,489,5.316973415132924,0.0,1.0224948875255624,0,0,0,0,0,0,24.948875255623722,0.40899795501022496,0.0,0.20449897750511248,1.2269938650306749,0.8179959100204499,0.0,2.4539877300613497,0.0,86.50306748466258,0.20449897750511248,0.0,0.0,Dificil
PrestacionDesempleoEREExtincionH,44.83,20.0,18,619,5.815831987075929,2.10016155088853,1.938610662358643,0,0,0,0,0,0,23.101777059773827,1.2924071082390953,0.0,0.32310177705977383,0.8077544426494345,0.6462035541195477,0.0,0.8077544426494345,0.0,87.23747980613894,0.32310177705977383,0.8077544426494345,0.0,Dificil
PrestacionDesempleoH,48.08,16.5,22,574,4.006968641114983,1.7421602787456445,1.5679442508710801,0,0,0,0,0,0,21.60278745644599,0.5226480836236934,0.0,0.34843205574912894,0.6968641114982579,0.5226480836236934,0.0,0.6968641114982579,0.0,90.06968641114983,0.17421602787456447,0.5226480836236934,0.0,Dificil
PrestacionMaternidadH,45.09,30.7,12,439,2.9612756264236904,2.9612756264236904,1.5945330296127562,0,0,0,0,0,0,23.462414578587698,0.9111617312072893,0.0,0.0,0.683371298405467,1.366742596810934,0.0,0.22779043280182232,0.0,89.749430523918,0.683371298405467,0.45558086560364464,0.0,Dificil
