Title,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Por_verbs,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Articles_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Ratio_Palabra_Frases,Ratio_Caracteres_Palabra,Tipo
AyudasVictimasViolenciaGeneroFacilH,5.111111111111111,3.111111111111111,0.6666666666666666,12.222222222222221,2.4444444444444446,0.8888888888888888,2.4444444444444446,10.88888888888889,17.77777777777778,30.88888888888889,1.7777777777777777,0.4444444444444444,0.0,0.0,0.4444444444444444,1.3333333333333333,0.0,0.6666666666666666,0.0,89.33333333333333,0.0,1.3333333333333333,0.0,1.7777777777777777,34.61538461538461,4.926666666666667,Dificil
BecasParoH,1.1848341232227488,2.6066350710900474,0.47393364928909953,13.507109004739336,1.8957345971563981,0.9478672985781991,3.7914691943127963,12.796208530805687,15.402843601895734,24.881516587677726,1.4218009478672986,1.6587677725118484,0.0,0.47393364928909953,0.0,1.1848341232227488,0.0,0.0,0.0,90.04739336492891,0.47393364928909953,0.47393364928909953,0.0,1.8957345971563981,42.2,5.111374407582939,Dificil
BuscarConvenioColectivoH,3.8135593220338984,3.6016949152542375,2.1186440677966103,1.4830508474576272,0.0,0.0,1.4830508474576272,8.26271186440678,20.76271186440678,34.53389830508475,11.652542372881356,1.271186440677966,0.0,0.0,3.1779661016949152,2.330508474576271,0.0,1.0593220338983051,0.0,82.62711864406779,0.423728813559322,0.635593220338983,0.0,1.9067796610169492,78.66666666666667,5.544491525423729,Dificil
CalendarioDelContribuyenteH,5.4310072623934325,1.9892642879696874,1.2472371329333753,6.141458793811178,1.1367224502683928,0.15787811809283234,2.162930217871803,7.451847173981686,19.355857278181244,24.250078939059048,11.52510262077676,1.752447110830439,0.0,0.22102936532996525,1.1367224502683928,1.2156615093148089,0.0,10.072623934322703,0.0,73.60277865487843,0.742027155036312,0.473634354278497,0.0,2.2102936532996527,26.613445378151262,4.469371645089991,Dificil
CambioDomicilioINEMH,4.929577464788732,0.704225352112676,2.816901408450704,9.859154929577464,2.816901408450704,0.0,0.0,9.154929577464788,21.12676056338028,33.80281690140845,0.704225352112676,0.704225352112676,0.0,0.0,2.816901408450704,7.746478873239437,0.0,0.0,0.0,89.43661971830986,0.0,1.408450704225352,0.0,1.408450704225352,35.5,4.676056338028169,Dificil
CertificadoDefuncionH,1.9867549668874172,0.0,0.6622516556291391,16.556291390728475,1.9867549668874172,0.6622516556291391,5.298013245033113,15.894039735099337,17.880794701986755,25.165562913907284,0.6622516556291391,2.6490066225165565,0.0,2.6490066225165565,0.0,0.0,0.0,0.0,0.0,94.03973509933775,0.6622516556291391,0.6622516556291391,0.0,2.6490066225165565,37.75,5.443708609271523,Dificil
CertificadoDelitosSexualesH,4.864864864864865,1.0810810810810811,0.5405405405405406,12.702702702702704,3.2432432432432434,0.5405405405405406,1.8918918918918919,14.324324324324325,18.64864864864865,25.135135135135137,4.054054054054054,1.6216216216216217,0.0,0.8108108108108109,2.1621621621621623,0.5405405405405406,0.0,0.0,0.0,88.10810810810811,0.2702702702702703,0.2702702702702703,0.0,1.8918918918918919,61.666666666666664,4.867567567567567,Dificil
CertificadoDigitalFacilH,0.0,1.1869436201780414,1.4836795252225519,15.13353115727003,3.857566765578635,0.29673590504451036,5.044510385756676,10.089020771513352,15.72700296735905,28.486646884272997,5.637982195845697,1.1869436201780414,0.0,0.0,0.0,0.29673590504451036,0.0,0.29673590504451036,0.0,85.7566765578635,0.5934718100890207,0.8902077151335311,0.0,1.4836795252225519,21.0625,5.186943620178042,Dificil
CertificadoEmpresaH,4.191616766467066,0.5988023952095808,0.5988023952095808,13.173652694610778,3.592814371257485,1.7964071856287425,4.191616766467066,13.173652694610778,16.766467065868262,26.94610778443114,5.9880239520958085,1.7964071856287425,0.0,0.5988023952095808,2.9940119760479043,1.7964071856287425,0.0,2.395209580838323,0.0,83.83233532934132,0.0,0.0,0.0,3.592814371257485,27.833333333333332,5.1437125748503,Dificil
CertificadoFacilH,4.390779363336993,0.9879253567508233,1.756311745334797,14.489571899012075,3.841931942919868,0.7683863885839737,1.646542261251372,11.41602634467618,16.136114160263446,26.125137211855105,6.695938529088913,0.43907793633369924,0.0,0.6586169045005489,1.5367727771679474,1.4270032930845225,0.0,1.5367727771679474,0.0,81.88803512623491,0.32930845225027444,0.10976948408342481,0.0,1.756311745334797,19.382978723404257,4.566410537870472,Dificil
CertificadoMatrimonioWebH,0.5434782608695652,0.0,0.5434782608695652,17.391304347826086,6.521739130434782,0.5434782608695652,1.6304347826086956,11.956521739130435,17.391304347826086,22.282608695652176,1.6304347826086956,1.6304347826086956,0.0,0.5434782608695652,1.6304347826086956,2.717391304347826,0.0,1.0869565217391304,0.0,89.67391304347827,0.5434782608695652,0.0,0.0,0.5434782608695652,26.285714285714285,4.945652173913044,Dificil
CertificadoRetencionesIRPF2019FacilH,2.280501710376283,0.9122006841505131,3.30672748004561,14.823261117445838,4.561003420752566,0.11402508551881414,1.596351197263398,14.253135689851767,15.849486887115166,23.14709236031927,5.701254275940707,1.1402508551881414,0.0,0.6841505131128849,0.6841505131128849,0.34207525655644244,0.0,0.798175598631699,0.0,86.20296465222349,0.22805017103762829,0.22805017103762829,0.0,2.1664766248574687,26.575757575757574,4.632839224629419,Dificil
CertificadosH,4.469646430953969,0.66711140760507,1.9346230820547032,11.14076050700467,2.801867911941294,0.400266844563042,2.601734489659773,12.074716477651767,19.679786524349566,28.619079386257503,4.0026684456304205,1.33422281521014,0.0,0.466977985323549,2.468312208138759,0.466977985323549,0.0,1.667778519012675,0.0,83.18879252835224,0.466977985323549,1.400933955970647,0.0,2.801867911941294,26.29824561403509,4.675116744496331,Dificil
CitaPreviaAgenciaTributariaH,6.092124814264487,1.9316493313521546,1.9316493313521546,14.710252600297176,4.160475482912333,0.4457652303120357,2.0802377414561666,13.967310549777118,18.12778603268945,25.557206537890046,3.4175334323922733,1.0401188707280833,0.0,0.4457652303120357,0.2971768202080238,0.1485884101040119,0.0,0.1485884101040119,0.0,86.77563150074295,0.1485884101040119,0.7429420505200595,0.0,1.6344725111441307,22.433333333333334,4.5586924219910845,Dificil
CitaPreviaDGTH,4.563758389261745,2.0134228187919465,0.40268456375838924,14.36241610738255,4.697986577181208,0.40268456375838924,1.74496644295302,11.409395973154362,16.107382550335572,23.624161073825505,3.6241610738255035,0.9395973154362416,0.0,0.5369127516778524,0.6711409395973155,0.40268456375838924,0.0,0.8053691275167785,0.0,85.36912751677852,0.5369127516778524,0.40268456375838924,0.0,3.3557046979865772,25.689655172413794,4.567785234899329,Dificil
CitaPreviaExtranjeriaHuellasH,5.2631578947368425,1.9390581717451523,3.0470914127423825,8.033240997229917,1.9390581717451523,0.0,3.0470914127423825,9.141274238227147,18.282548476454295,36.28808864265928,4.1551246537396125,2.4930747922437675,0.0,0.2770083102493075,2.21606648199446,4.986149584487535,0.0,1.3850415512465375,0.0,82.82548476454294,0.554016620498615,0.8310249307479224,0.0,1.6620498614958448,36.1,5.3988919667590025,Dificil
CitaPreviaHaciendaH,6.092124814264487,1.9316493313521546,1.9316493313521546,14.710252600297176,4.160475482912333,0.4457652303120357,2.0802377414561666,13.967310549777118,18.12778603268945,25.557206537890046,3.4175334323922733,1.0401188707280833,0.0,0.4457652303120357,0.2971768202080238,0.1485884101040119,0.0,0.1485884101040119,0.0,86.77563150074295,0.1485884101040119,0.7429420505200595,0.0,1.6344725111441307,22.433333333333334,4.5586924219910845,Dificil
CitaPreviaINEMTelefonoH,0.0,0.0,6.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,28.444444444444443,70.66666666666667,0.0,0.0,0.0,0.0,20.88888888888889,0.0,70.66666666666667,0.0,27.11111111111111,0.4444444444444444,1.3333333333333333,0.0,0.0,225.0,4.053333333333334,Dificil
CitaPreviaRenovarDNIPasaporteH,0.8403361344537815,2.9411764705882355,3.361344537815126,15.126050420168067,5.042016806722689,1.2605042016806722,0.42016806722689076,12.605042016806722,16.80672268907563,29.831932773109244,2.100840336134454,0.0,0.0,0.42016806722689076,0.0,1.2605042016806722,0.0,1.2605042016806722,0.0,87.39495798319328,1.2605042016806722,0.42016806722689076,0.0,1.680672268907563,15.866666666666667,4.415966386554622,Dificil
CitaPreviaSanitariaH,0.0,2.5157232704402515,2.5157232704402515,13.20754716981132,5.660377358490566,0.0,0.6289308176100629,14.465408805031446,16.352201257861637,27.67295597484277,1.8867924528301887,0.0,0.0,0.0,1.2578616352201257,0.0,0.0,0.6289308176100629,0.0,86.79245283018868,1.2578616352201257,0.0,0.0,0.6289308176100629,19.875,4.289308176100629,Dificil
CitaPreviaSeguridadSocialH,2.2388059701492535,7.462686567164179,2.2388059701492535,10.447761194029852,4.477611940298507,0.0,2.2388059701492535,7.462686567164179,12.686567164179104,33.582089552238806,3.7313432835820897,0.0,0.0,0.0,3.7313432835820897,0.0,0.0,0.0,0.0,87.31343283582089,0.0,0.0,0.0,2.985074626865672,33.5,4.947761194029851,Dificil
CitaPreviaServicioSanitarioAndaluzH,3.2967032967032965,4.395604395604396,1.098901098901099,10.989010989010989,4.395604395604396,0.0,1.098901098901099,6.593406593406593,14.285714285714286,29.67032967032967,3.2967032967032965,1.098901098901099,0.0,0.0,8.791208791208792,0.0,0.0,0.0,0.0,80.21978021978022,0.0,0.0,0.0,0.0,22.75,5.263736263736264,Dificil
CitaPreviaSESCAMH,1.0582010582010581,1.0582010582010581,2.6455026455026456,14.285714285714286,6.349206349206349,0.0,0.5291005291005291,11.640211640211641,15.343915343915343,26.455026455026456,7.407407407407407,1.5873015873015872,0.0,0.5291005291005291,1.5873015873015872,2.6455026455026456,0.0,1.5873015873015872,0.0,82.53968253968254,0.0,0.0,0.0,2.6455026455026456,37.8,4.386243386243386,Dificil
CitaPreviaVacunacionMadridH,1.4705882352941178,1.4705882352941178,2.9411764705882355,5.882352941176471,2.2058823529411766,0.0,0.7352941176470589,7.352941176470588,25.735294117647058,35.294117647058826,6.617647058823529,0.0,0.0,0.0,0.0,2.2058823529411766,0.0,3.676470588235294,0.0,87.5,0.0,0.0,0.0,6.617647058823529,19.428571428571427,5.095588235294118,Dificil
CobrarParoEmpezarTrabajarH,2.96875,2.8125,0.625,14.0625,2.65625,0.9375,1.40625,12.34375,15.46875,24.0625,2.8125,0.78125,0.0,0.0,0.46875,0.3125,0.0,1.25,0.0,88.59375,0.15625,0.46875,0.0,3.59375,45.714285714285715,4.5859375,Dificil
CobrarParoEnExtranjeroH,3.4582132564841497,1.1527377521613833,1.7291066282420748,10.662824207492795,2.3054755043227666,0.8645533141210374,1.7291066282420748,12.103746397694524,19.30835734870317,29.10662824207493,2.5936599423631126,1.1527377521613833,0.0,0.2881844380403458,2.3054755043227666,1.440922190201729,0.0,0.0,0.0,87.60806916426513,0.2881844380403458,0.0,0.0,3.170028818443804,38.55555555555556,4.720461095100864,Dificil
CobrarParoPluriempleoH,1.7391304347826086,1.7391304347826086,6.086956521739131,13.91304347826087,3.4782608695652173,0.0,1.7391304347826086,13.91304347826087,16.52173913043478,34.78260869565217,0.8695652173913043,1.7391304347826086,0.0,0.8695652173913043,0.0,13.043478260869565,0.0,0.0,0.0,93.91304347826087,0.0,0.0,0.0,5.217391304347826,28.75,5.0,Dificil
CobrarParoReduceJornadaH,0.5681818181818182,2.840909090909091,2.272727272727273,11.931818181818182,1.7045454545454546,0.0,2.272727272727273,11.931818181818182,14.772727272727273,25.568181818181817,1.7045454545454546,0.0,0.0,0.0,0.5681818181818182,3.977272727272727,0.0,1.1363636363636365,0.0,88.63636363636364,0.0,0.5681818181818182,0.0,0.5681818181818182,35.2,4.465909090909091,Dificil
CobrarParoTrabajarTiempoParcialH,3.0927835051546393,2.4054982817869415,1.0309278350515463,17.18213058419244,5.154639175257732,1.0309278350515463,1.3745704467353952,10.652920962199312,15.120274914089347,21.305841924398624,4.123711340206185,1.0309278350515463,0.0,0.0,1.0309278350515463,1.7182130584192439,0.0,1.3745704467353952,0.0,85.2233676975945,0.0,1.3745704467353952,0.0,4.4673539518900345,36.375,4.642611683848798,Dificil
CobrarParoTrasBajaVoluntariaH,3.8297872340425534,0.425531914893617,0.425531914893617,15.74468085106383,4.25531914893617,0.0,1.702127659574468,10.638297872340425,18.29787234042553,25.106382978723403,0.425531914893617,0.851063829787234,0.0,0.851063829787234,0.0,2.978723404255319,0.0,0.0,0.0,93.19148936170212,0.0,0.0,0.0,2.5531914893617023,58.75,4.672340425531915,Dificil
CompromisoActividadH,4.624277456647399,1.1560693641618498,1.1560693641618498,12.138728323699421,4.624277456647399,0.0,1.1560693641618498,13.872832369942197,18.497109826589597,29.479768786127167,0.5780346820809249,0.5780346820809249,0.0,0.5780346820809249,0.0,1.1560693641618498,0.0,0.5780346820809249,0.0,87.86127167630057,0.5780346820809249,0.0,0.0,1.1560693641618498,34.6,5.364161849710983,Dificil
ConsultaDevolucionRentaH,1.2048192771084338,13.25301204819277,0.0,12.048192771084338,7.228915662650603,0.0,2.4096385542168677,3.6144578313253013,2.4096385542168677,43.373493975903614,8.433734939759036,2.4096385542168677,0.0,0.0,8.433734939759036,0.0,0.0,4.819277108433735,0.0,80.72289156626506,0.0,1.2048192771084338,0.0,0.0,83.0,5.590361445783133,Dificil
ConsultarDudasSEPEH,1.1415525114155252,1.36986301369863,0.45662100456621,4.794520547945205,1.1415525114155252,0.0,0.684931506849315,6.8493150684931505,22.602739726027398,24.429223744292237,16.438356164383563,0.45662100456621,0.0,0.0,0.91324200913242,1.36986301369863,0.0,5.936073059360731,0.0,73.97260273972603,0.45662100456621,0.228310502283105,0.0,6.621004566210046,23.05263157894737,4.276255707762557,Dificil
ContratoEnPracticasH,5.031446540880503,1.8867924528301887,1.2578616352201257,11.949685534591195,1.8867924528301887,0.0,4.40251572327044,10.69182389937107,16.352201257861637,26.41509433962264,5.660377358490566,0.6289308176100629,0.0,0.6289308176100629,1.2578616352201257,1.8867924528301887,0.0,0.6289308176100629,0.0,84.27672955974843,0.0,0.0,0.0,1.8867924528301887,17.666666666666668,4.987421383647798,Dificil
ContratoIndefinidoApoyoEmprendedoresH,4.39882697947214,2.932551319648094,0.5865102639296188,9.67741935483871,1.1730205278592376,0.0,5.571847507331379,8.79765395894428,18.7683284457478,26.686217008797655,7.038123167155425,1.1730205278592376,0.0,0.2932551319648094,0.2932551319648094,2.346041055718475,0.0,1.1730205278592376,0.0,83.87096774193549,0.2932551319648094,0.0,0.0,2.932551319648094,34.1,4.788856304985337,Dificil
ContratoIndefinidoH,3.5714285714285716,1.7857142857142858,0.0,9.821428571428571,2.6785714285714284,0.8928571428571429,0.0,15.178571428571429,20.535714285714285,26.785714285714285,0.8928571428571429,0.8928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.28571428571429,0.8928571428571429,0.0,0.0,2.6785714285714284,37.333333333333336,4.803571428571429,Dificil
ContratoTemporalH,3.9473684210526314,1.3157894736842106,0.0,10.526315789473685,1.3157894736842106,0.0,1.3157894736842106,13.157894736842104,18.42105263157895,25.0,2.6315789473684212,2.6315789473684212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.78947368421052,0.0,0.0,0.0,2.6315789473684212,38.0,5.0394736842105265,Dificil
ConvenioColectivoH,5.617977528089888,0.0,0.0,11.797752808988765,3.3707865168539324,0.0,1.6853932584269662,13.48314606741573,18.53932584269663,29.775280898876403,0.5617977528089888,1.6853932584269662,0.0,0.5617977528089888,0.0,0.5617977528089888,0.0,0.0,0.0,92.69662921348315,1.1235955056179776,0.0,0.0,2.247191011235955,22.25,5.292134831460674,Dificil
CoordinacionServiciosAutonomosEmpleoH,4.147465437788019,0.9216589861751152,0.4608294930875576,7.142857142857143,4.377880184331797,0.0,1.6129032258064515,13.133640552995391,19.12442396313364,34.7926267281106,0.4608294930875576,2.9953917050691246,0.0,0.2304147465437788,2.7649769585253456,1.152073732718894,0.0,0.0,0.0,90.09216589861751,0.2304147465437788,0.2304147465437788,0.0,1.6129032258064515,36.166666666666664,5.188940092165899,Dificil
CuandoObligatoriaDeclaracionRentaH,3.481894150417827,2.5069637883008355,0.0,9.749303621169917,1.8105849582172702,0.0,3.064066852367688,9.610027855153204,19.498607242339833,25.348189415041784,4.596100278551532,1.8105849582172702,0.0,0.5571030640668524,0.8356545961002786,0.0,0.0,1.9498607242339834,0.0,86.0724233983287,0.9749303621169917,0.1392757660167131,0.0,3.3426183844011144,35.9,5.158774373259053,Dificil
CuentaBancariaH,2.094240837696335,0.7853403141361257,2.356020942408377,13.87434554973822,4.450261780104712,0.2617801047120419,1.3089005235602094,14.921465968586388,14.659685863874346,26.963350785340314,3.4031413612565444,0.7853403141361257,0.0,0.2617801047120419,0.2617801047120419,1.8324607329842932,0.0,0.5235602094240838,0.0,87.17277486910994,0.0,1.0471204188481675,0.0,2.6178010471204187,19.1,4.641361256544503,Dificil
CurriculumEuropeoH,0.0,0.0,0.0,12.67605633802817,1.408450704225352,1.408450704225352,4.225352112676056,19.718309859154928,12.67605633802817,36.61971830985915,7.042253521126761,1.408450704225352,0.0,0.0,0.0,2.816901408450704,0.0,0.0,0.0,87.32394366197182,0.0,0.0,0.0,0.0,14.2,5.042253521126761,Dificil
CursosINEMH,5.745062836624776,0.718132854578097,0.5385996409335727,13.464991023339318,4.488330341113106,0.718132854578097,3.770197486535009,13.285457809694794,18.671454219030522,25.493716337522443,5.565529622980251,1.2567324955116697,0.0,0.8976660682226212,0.17953321364452424,0.3590664272890485,0.0,1.436265709156194,0.0,82.76481149012567,0.3590664272890485,0.17953321364452424,0.0,1.2567324955116697,18.566666666666666,4.78096947935368,Dificil
DARDEH,6.25,0.0,3.5714285714285716,5.357142857142857,2.6785714285714284,0.0,1.7857142857142858,3.5714285714285716,12.5,44.642857142857146,3.5714285714285716,3.5714285714285716,0.0,0.0,1.7857142857142858,5.357142857142857,0.0,0.0,0.0,80.35714285714286,0.0,0.8928571428571429,0.0,0.8928571428571429,28.0,6.044642857142857,Dificil
DarseBajaParoH,3.601108033240997,1.9390581717451523,1.6620498614958448,11.357340720221607,2.4930747922437675,0.554016620498615,1.10803324099723,13.01939058171745,15.512465373961218,28.25484764542936,5.54016620498615,0.8310249307479224,0.0,0.2770083102493075,1.9390581717451523,1.3850415512465375,0.0,2.4930747922437675,0.0,84.7645429362881,0.2770083102493075,0.2770083102493075,0.0,2.4930747922437675,36.1,4.667590027700831,Dificil
DeclaracionDeLaRentaH,0.6369426751592356,0.6369426751592356,2.5477707006369426,11.464968152866241,2.5477707006369426,0.0,1.2738853503184713,8.9171974522293,15.92356687898089,38.21656050955414,5.095541401273885,0.0,0.0,0.0,2.5477707006369426,2.5477707006369426,0.0,2.5477707006369426,0.0,85.35031847133757,0.6369426751592356,2.5477707006369426,0.0,1.910828025477707,31.4,5.503184713375796,Dificil
DeclaracionDeLaRentaWebH,1.25,0.625,1.875,10.625,3.125,0.0,1.25,8.75,16.875,37.5,7.5,0.625,0.0,0.0,0.625,2.5,0.0,3.75,0.0,84.375,0.625,2.5,0.0,1.875,32.0,5.45,Dificil
DemandaEmpleoH,3.7249283667621778,2.005730659025788,1.146131805157593,13.46704871060172,3.7249283667621778,0.5730659025787965,2.005730659025788,12.607449856733524,17.76504297994269,24.64183381088825,5.730659025787966,1.146131805157593,0.0,0.28653295128939826,0.0,0.5730659025787965,0.0,1.146131805157593,0.0,84.81375358166189,0.0,0.28653295128939826,0.0,3.151862464183381,26.846153846153847,4.587392550143266,Dificil
DiasHabilesH,1.8633540372670807,0.0,3.1055900621118013,1.8633540372670807,0.6211180124223602,0.0,0.0,8.695652173913043,19.875776397515526,44.099378881987576,6.832298136645963,3.1055900621118013,0.0,0.0,2.484472049689441,0.0,0.0,1.2422360248447204,0.0,80.74534161490683,3.7267080745341614,0.0,0.0,0.6211180124223602,80.5,5.316770186335404,Dificil
DNIElectronicoH,2.346041055718475,0.2932551319648094,1.466275659824047,9.970674486803519,2.346041055718475,0.8797653958944281,1.7595307917888563,15.542521994134898,17.008797653958943,26.392961876832846,2.932551319648094,1.1730205278592376,0.0,1.1730205278592376,3.225806451612903,0.2932551319648094,0.0,0.8797653958944281,0.0,84.75073313782991,1.1730205278592376,1.1730205278592376,0.0,2.0527859237536656,42.625,4.7917888563049855,Dificil
DocumentacionPedirParoH,3.3734939759036147,1.6867469879518073,1.4457831325301205,12.048192771084338,3.3734939759036147,0.24096385542168675,1.927710843373494,9.156626506024097,20.481927710843372,31.325301204819276,3.3734939759036147,0.963855421686747,0.0,0.24096385542168675,2.1686746987951806,0.4819277108433735,0.0,0.24096385542168675,0.0,86.98795180722891,0.0,1.2048192771084338,0.0,1.927710843373494,34.583333333333336,4.96144578313253,Dificil
